event_id,user_id,session_min,page_views,add_to_cart,revenue_usd,device_score,region_id,day_of_week,hour_utc,anomaly_score
8606,1605,12,91,0,32.25,0.65,2,2,13,0.325
8607,1606,13,99,0,33.99,0.78,3,3,14,0.323
8608,1607,14,88,0,35.72,0.91,4,4,15,0.320
8609,1608,15,96,0,37.45,0.04,5,5,16,0.317
8610,1609,16,104,0,39.18,0.17,6,6,17,0.314
8611,1610,17,93,0,40.91,0.30,7,0,18,0.311
8612,1611,18,101,0,42.64,0.43,8,1,19,0.307
8613,1612,19,109,0,44.37,0.56,9,2,20,0.304
8614,1613,20,98,1,46.10,0.69,10,3,21,0.301
8615,1614,21,106,0,47.83,0.82,11,4,22,0.298
8616,1615,22,114,0,49.56,0.95,12,5,23,0.295
8617,1616,23,103,0,51.30,0.08,1,6,0,0.291
8618,1617,24,111,0,53.03,0.21,2,0,1,0.288
8619,1618,25,100,0,54.76,0.34,3,1,2,0.284
8620,1619,26,108,0,56.49,0.47,4,2,3,0.281
8621,1620,27,116,0,58.22,0.60,5,3,4,0.278
8622,1621,28,105,0,59.95,0.73,6,4,5,0.274
8623,1622,29,113,0,61.68,0.86,7,5,6,0.271
8624,1623,30,121,0,63.41,0.99,8,6,7,0.267
8625,1624,31,110,1,65.14,0.12,9,0,8,0.263
8626,1625,32,118,0,66.88,0.25,10,1,9,0.260
8627,1626,33,107,0,68.61,0.38,11,2,10,0.256
8628,1627,34,115,0,70.34,0.51,12,3,11,0.252
8629,1628,35,123,0,72.07,0.64,1,4,12,0.249
8630,1629,36,112,0,73.80,0.77,2,5,13,0.245
8631,1630,37,120,0,75.53,0.90,3,6,14,0.241
8632,1631,38,128,0,77.26,0.03,4,0,15,0.237
8633,1632,39,117,0,78.99,0.16,5,1,16,0.234
8634,1633,40,125,0,80.72,0.29,6,2,17,0.230
8635,1634,41,133,0,82.45,0.42,7,3,18,0.226
8636,1635,42,122,1,84.18,0.55,8,4,19,0.222
8637,1636,43,130,0,85.92,0.68,9,5,20,0.218
8638,1637,44,119,0,87.65,0.81,10,6,21,0.214
8639,1638,45,127,0,0.38,0.94,11,0,22,0.210
8640,1639,46,135,0,2.11,0.07,12,1,23,0.206
8641,1640,2,4,0,3.84,0.20,1,2,0,0.202
8642,1641,3,12,0,5.57,0.33,2,3,1,0.198
8643,1642,4,20,0,7.30,0.46,3,4,2,0.195
8644,1643,5,9,0,9.03,0.59,4,5,3,0.191
8645,1644,6,17,0,10.76,0.72,5,6,4,0.187
8646,1645,7,6,0,12.49,0.85,6,0,5,0.183
8647,1646,8,14,1,14.23,0.98,7,1,6,0.179
8648,1647,9,22,0,15.96,0.11,8,2,7,0.175
8649,1648,10,11,0,17.69,0.24,9,3,8,0.171
8650,1649,11,19,0,19.42,0.37,10,4,9,0.167
8651,1650,12,27,0,21.15,0.50,11,5,10,0.163
8652,1651,13,16,0,22.88,0.63,12,6,11,0.159
8653,1652,14,24,0,24.61,0.76,1,0,12,0.155
8654,1653,15,32,0,26.34,0.89,2,1,13,0.151
8655,1654,16,21,0,28.07,0.02,3,2,14,0.147
8656,1655,17,29,0,29.80,0.15,4,3,15,0.143
8657,1656,18,18,0,31.54,0.28,5,4,16,0.139
8658,1657,19,26,1,33.27,0.41,6,5,17,0.135
8659,1658,20,34,0,35.00,0.54,7,6,18,0.131
8660,1659,21,23,0,36.73,0.67,8,0,19,0.127
8661,1660,22,31,0,38.46,0.80,9,1,20,0.123
8662,1661,23,39,0,40.19,0.93,10,2,21,0.120
8663,1662,24,28,0,41.92,0.06,11,3,22,0.116
8664,1663,25,36,0,43.65,0.19,12,4,23,0.112
8665,1664,26,25,0,45.38,0.32,1,5,0,0.108
8666,1665,27,33,0,47.11,0.45,2,6,1,0.104
8667,1666,28,41,0,48.85,0.58,3,0,2,0.101
8668,1667,29,30,0,50.58,0.71,4,1,3,0.097
8669,1668,30,38,1,52.31,0.84,5,2,4,0.093
8670,1669,31,46,0,54.04,0.97,6,3,5,0.089
8671,1670,32,35,0,55.77,0.10,7,4,6,0.086
8672,1671,33,43,0,57.50,0.23,8,5,7,0.082
8673,1672,34,51,0,59.23,0.36,9,6,8,0.079
8674,1673,35,40,0,60.96,0.49,10,0,9,0.075
8675,1674,36,48,0,62.69,0.62,11,1,10,0.071
8676,1675,37,37,0,64.42,0.75,12,2,11,0.068
8677,1676,38,45,0,66.16,0.88,1,3,12,0.064
8678,1677,39,53,0,67.89,0.01,2,4,13,0.061
8679,1678,40,42,0,69.62,0.14,3,5,14,0.058
8680,1679,41,50,1,71.35,0.27,4,6,15,0.054
8681,1680,42,58,0,73.08,0.40,5,0,16,0.051
8682,1681,43,47,0,74.81,0.53,6,1,17,0.048
8683,1682,44,55,0,76.54,0.66,7,2,18,0.044
8684,1683,45,44,0,78.27,0.79,8,3,19,0.041
8685,1684,46,52,0,80.00,0.92,9,4,20,0.038
8686,1685,2,60,0,81.73,0.05,10,5,21,0.035
8687,1686,3,49,0,83.47,0.18,11,6,22,0.032
8688,1687,4,57,0,85.20,0.31,12,0,23,0.029
8689,1688,5,65,0,86.93,0.44,1,1,0,0.026
8690,1689,6,54,0,88.66,0.57,2,2,1,0.023
8691,1690,7,62,1,1.39,0.70,3,3,2,0.020
8692,1691,8,70,0,3.12,0.83,4,4,3,0.017
8693,1692,9,59,0,4.85,0.96,5,5,4,0.014
8694,1693,10,67,0,6.58,0.09,6,6,5,0.012
8695,1694,11,56,0,8.31,0.22,7,0,6,0.010
8696,1695,12,64,0,10.04,0.35,8,1,7,0.010
8697,1696,13,72,0,11.78,0.48,9,2,8,0.010
8698,1697,14,61,0,13.51,0.61,10,3,9,0.010
8699,1698,15,69,0,15.24,0.74,11,4,10,0.010
8700,1699,16,77,0,16.97,0.87,12,5,11,0.010
8701,1700,17,66,0,18.70,0.00,1,6,12,0.010
8702,1701,18,74,1,20.43,0.13,2,0,13,0.010
8703,1702,19,63,0,22.16,0.26,3,1,14,0.010
8704,1703,20,71,0,23.89,0.39,4,2,15,0.010
8705,1704,21,79,0,25.62,0.52,5,3,16,0.010
8706,1705,22,68,0,27.35,0.65,6,4,17,0.010
8707,1706,23,76,0,29.09,0.78,7,5,18,0.010
8708,1707,24,84,0,30.82,0.91,8,6,19,0.010
8709,1708,25,73,0,32.55,0.04,9,0,20,0.010
8710,1709,26,81,0,34.28,0.17,10,1,21,0.010
8711,1710,27,89,0,36.01,0.30,11,2,22,0.010
8712,1711,28,78,0,37.74,0.43,12,3,23,0.010
8713,1712,29,86,1,39.47,0.56,1,4,0,0.010
8714,1713,30,75,0,41.20,0.69,2,5,1,0.010
8715,1714,31,83,0,42.93,0.82,3,6,2,0.010
8716,1715,32,91,0,44.66,0.95,4,0,3,0.010
8717,1716,33,80,0,46.40,0.08,5,1,4,0.010
8718,1717,34,88,0,48.13,0.21,6,2,5,0.010
8719,1718,35,96,0,49.86,0.34,7,3,6,0.010
8720,1719,36,85,0,51.59,0.47,8,4,7,0.010
8721,1720,37,93,0,53.32,0.60,9,5,8,0.010
8722,1721,38,82,0,55.05,0.73,10,6,9,0.010
8723,1722,39,90,0,56.78,0.86,11,0,10,0.010
8724,1723,40,98,1,58.51,0.99,12,1,11,0.010
8725,1724,41,87,0,60.24,0.12,1,2,12,0.010
8726,1725,42,95,0,61.98,0.25,2,3,13,0.010
8727,1726,43,103,0,63.71,0.38,3,4,14,0.010
8728,1727,44,92,0,65.44,0.51,4,5,15,0.010
8729,1728,45,100,0,67.17,0.64,5,6,16,0.010
8730,1729,46,108,0,68.90,0.77,6,0,17,0.010
8731,1730,2,97,0,70.63,0.90,7,1,18,0.010
8732,1731,3,105,0,72.36,0.03,8,2,19,0.010
8733,1732,4,94,0,74.09,0.16,9,3,20,0.010
8734,1733,5,102,0,75.82,0.29,10,4,21,0.010
8735,1734,6,110,1,77.55,0.42,11,5,22,0.010
8736,1735,7,99,0,79.28,0.55,12,6,23,0.010
8737,1736,8,107,0,81.02,0.68,1,0,0,0.010
8738,1737,9,115,0,82.75,0.81,2,1,1,0.010
8739,1738,10,104,0,84.48,0.94,3,2,2,0.010
8740,1739,11,112,0,86.21,0.07,4,3,3,0.010
8741,1740,12,101,0,87.94,0.20,5,4,4,0.010
8742,1741,13,109,0,0.67,0.33,6,5,5,0.010
8743,1742,14,117,0,2.40,0.46,7,6,6,0.010
8744,1743,15,106,0,4.13,0.59,8,0,7,0.010
8745,1744,16,114,0,5.86,0.72,9,1,8,0.010
8746,1745,17,122,1,7.59,0.85,10,2,9,0.010
8747,1746,18,111,0,9.33,0.98,11,3,10,0.010
8748,1747,19,119,0,11.06,0.11,12,4,11,0.010
8749,1748,20,127,0,12.79,0.24,1,5,12,0.010
8750,1749,21,116,0,14.52,0.37,2,6,13,0.010
8751,1750,22,124,0,16.25,0.50,3,0,14,0.010
8752,1751,23,113,0,17.98,0.63,4,1,15,0.010
8753,1752,24,121,0,19.71,0.76,5,2,16,0.010
8754,1753,25,129,0,21.44,0.89,6,3,17,0.010
8755,1754,26,118,0,23.17,0.02,7,4,18,0.010
8756,1755,27,126,0,24.90,0.15,8,5,19,0.010
8757,1756,28,134,1,26.64,0.28,9,6,20,0.010
8758,1757,29,123,0,28.37,0.41,10,0,21,0.010
8759,1758,30,131,0,30.10,0.54,11,1,22,0.010
8760,1759,31,120,0,31.83,0.67,12,2,23,0.010
8761,1760,32,8,0,33.56,0.80,1,3,0,0.010
8762,1761,33,16,0,35.29,0.93,2,4,1,0.010
8763,1762,34,5,0,37.02,0.06,3,5,2,0.010
8764,1763,35,13,0,38.75,0.19,4,6,3,0.010
8765,1764,36,21,0,40.48,0.32,5,0,4,0.010
8766,1765,37,10,0,42.21,0.45,6,1,5,0.010
8767,1766,38,18,0,43.95,0.58,7,2,6,0.010
8768,1767,39,26,1,45.68,0.71,8,3,7,0.010
8769,1768,40,15,0,47.41,0.84,9,4,8,0.010
8770,1769,41,23,0,49.14,0.97,10,5,9,0.010
8771,1770,42,12,0,50.87,0.10,11,6,10,0.010
8772,1771,43,20,0,52.60,0.23,12,0,11,0.010
8773,1772,44,28,0,54.33,0.36,1,1,12,0.010
8774,1773,45,17,0,56.06,0.49,2,2,13,0.010
8775,1774,46,25,0,57.79,0.62,3,3,14,0.010
8776,1775,2,33,0,59.52,0.75,4,4,15,0.010
8777,1776,3,22,0,61.26,0.88,5,5,16,0.010
8778,1777,4,30,0,62.99,0.01,6,6,17,0.010
8779,1778,5,19,1,64.72,0.14,7,0,18,0.010
8780,1779,6,27,0,66.45,0.27,8,1,19,0.010
8781,1780,7,35,0,68.18,0.40,9,2,20,0.010
8782,1781,8,24,0,69.91,0.53,10,3,21,0.010
8783,1782,9,32,0,71.64,0.66,11,4,22,0.010
8784,1783,10,40,0,73.37,0.79,12,5,23,0.010
8785,1784,11,29,0,75.10,0.92,1,6,0,0.010
8786,1785,12,37,0,76.83,0.05,2,0,1,0.010
8787,1786,13,45,0,78.57,0.18,3,1,2,0.010
8788,1787,14,34,0,80.30,0.31,4,2,3,0.010
8789,1788,15,42,0,82.03,0.44,5,3,4,0.010
8790,1789,16,31,1,83.76,0.57,6,4,5,0.010
8791,1790,17,39,0,85.49,0.70,7,5,6,0.010
8792,1791,18,47,0,87.22,0.83,8,6,7,0.011
8793,1792,19,36,0,88.95,0.96,9,0,8,0.013
8794,1793,20,44,0,1.68,0.09,10,1,9,0.015
8795,1794,21,52,0,3.41,0.22,11,2,10,0.017
8796,1795,22,41,0,5.14,0.35,12,3,11,0.020
8797,1796,23,49,0,6.88,0.48,1,4,12,0.022
8798,1797,24,38,0,8.61,0.61,2,5,13,0.024
8799,1798,25,46,0,10.34,0.74,3,6,14,0.026
8800,1799,26,54,0,12.07,0.87,4,0,15,0.029
8801,1000,27,43,1,13.80,0.00,5,1,16,0.031
8802,1001,28,51,0,15.53,0.13,6,2,17,0.033
8803,1002,29,59,0,17.26,0.26,7,3,18,0.035
8804,1003,30,48,0,18.99,0.39,8,4,19,0.038
8805,1004,31,56,0,20.72,0.52,9,5,20,0.040
8806,1005,32,64,0,22.45,0.65,10,6,21,0.042
8807,1006,33,53,0,24.19,0.78,11,0,22,0.045
8808,1007,34,61,0,25.92,0.91,12,1,23,0.047
8809,1008,35,50,0,27.65,0.04,1,2,0,0.049
8810,1009,36,58,0,29.38,0.17,2,3,1,0.051
8811,1010,37,66,0,31.11,0.30,3,4,2,0.054
8812,1011,38,55,1,32.84,0.43,4,5,3,0.056
8813,1012,39,63,0,34.57,0.56,5,6,4,0.058
8814,1013,40,71,0,36.30,0.69,6,0,5,0.060
8815,1014,41,60,0,38.03,0.82,7,1,6,0.063
8816,1015,42,68,0,39.76,0.95,8,2,7,0.065
8817,1016,43,57,0,41.50,0.08,9,3,8,0.067
8818,1017,44,65,0,43.23,0.21,10,4,9,0.069
8819,1018,45,73,0,44.96,0.34,11,5,10,0.072
8820,1019,46,62,0,46.69,0.47,12,6,11,0.074
8821,1020,2,70,0,48.42,0.60,1,0,12,0.076
8822,1021,3,78,0,50.15,0.73,2,1,13,0.078
8823,1022,4,67,1,51.88,0.86,3,2,14,0.081
8824,1023,5,75,0,53.61,0.99,4,3,15,0.083
8825,1024,6,83,0,55.34,0.12,5,4,16,0.085
8826,1025,7,72,0,57.08,0.25,6,5,17,0.087
8827,1026,8,80,0,58.81,0.38,7,6,18,0.089
8828,1027,9,69,0,60.54,0.51,8,0,19,0.091
8829,1028,10,77,0,62.27,0.64,9,1,20,0.093
8830,1029,11,85,0,64.00,0.77,10,2,21,0.095
8831,1030,12,74,0,65.73,0.90,11,3,22,0.097
8832,1031,13,82,0,67.46,0.03,12,4,23,0.099
8833,1032,14,90,0,69.19,0.16,1,5,0,0.101
8834,1033,15,79,1,70.92,0.29,2,6,1,0.103
8835,1034,16,87,0,72.65,0.42,3,0,2,0.105
8836,1035,17,76,0,74.38,0.55,4,1,3,0.107
8837,1036,18,84,0,76.12,0.68,5,2,4,0.109
8838,1037,19,92,0,77.85,0.81,6,3,5,0.111
8839,1038,20,81,0,79.58,0.94,7,4,6,0.113
8840,1039,21,89,0,81.31,0.07,8,5,7,0.114
8841,1040,22,97,0,83.04,0.20,9,6,8,0.116
8842,1041,23,86,0,84.77,0.33,10,0,9,0.118
8843,1042,24,94,0,86.50,0.46,11,1,10,0.119
8844,1043,25,102,0,88.23,0.59,12,2,11,0.121
8845,1044,26,91,1,0.96,0.72,1,3,12,0.123
8846,1045,27,99,0,2.69,0.85,2,4,13,0.124
8847,1046,28,88,0,4.43,0.98,3,5,14,0.126
8848,1047,29,96,0,6.16,0.11,4,6,15,0.127
8849,1048,30,104,0,7.89,0.24,5,0,16,0.129
8850,1049,31,93,0,9.62,0.37,6,1,17,0.130
8851,1050,32,101,0,11.35,0.50,7,2,18,0.132
8852,1051,33,109,0,13.08,0.63,8,3,19,0.133
8853,1052,34,98,0,14.81,0.76,9,4,20,0.134
8854,1053,35,106,0,16.54,0.89,10,5,21,0.136
8855,1054,36,95,0,18.27,0.02,11,6,22,0.137
8856,1055,37,103,1,20.00,0.15,12,0,23,0.138
8857,1056,38,111,0,21.74,0.28,1,1,0,0.139
8858,1057,39,100,0,23.47,0.41,2,2,1,0.140
8859,1058,40,108,0,25.20,0.54,3,3,2,0.142
8860,1059,41,116,0,26.93,0.67,4,4,3,0.143
8861,1060,42,105,0,28.66,0.80,5,5,4,0.144
8862,1061,43,113,0,30.39,0.93,6,6,5,0.145
8863,1062,44,121,0,32.12,0.06,7,0,6,0.145
8864,1063,45,110,0,33.85,0.19,8,1,7,0.146
8865,1064,46,118,0,35.58,0.32,9,2,8,0.147
8866,1065,2,107,0,37.31,0.45,10,3,9,0.148
8867,1066,3,115,1,39.05,0.58,11,4,10,0.149
8868,1067,4,123,0,40.78,0.71,12,5,11,0.149
8869,1068,5,112,0,42.51,0.84,1,6,12,0.150
8870,1069,6,120,0,44.24,0.97,2,0,13,0.151
8871,1070,7,128,0,45.97,0.10,3,1,14,0.151
8872,1071,8,117,0,47.70,0.23,4,2,15,0.152
8873,1072,9,125,0,49.43,0.36,5,3,16,0.152
8874,1073,10,114,0,51.16,0.49,6,4,17,0.153
8875,1074,11,122,0,52.89,0.62,7,5,18,0.153
8876,1075,12,130,0,54.63,0.75,8,6,19,0.153
8877,1076,13,119,0,56.36,0.88,9,0,20,0.154
8878,1077,14,127,1,58.09,0.01,10,1,21,0.154
8879,1078,15,135,0,59.82,0.14,11,2,22,0.154
8880,1079,16,124,0,61.55,0.27,12,3,23,0.154
8881,1080,17,12,0,63.28,0.40,1,4,0,0.154
8882,1081,18,20,0,65.01,0.53,2,5,1,0.154
8883,1082,19,9,0,66.74,0.66,3,6,2,0.154
8884,1083,20,17,0,68.47,0.79,4,0,3,0.154
8885,1084,21,6,0,70.20,0.92,5,1,4,0.154
8886,1085,22,14,0,71.93,0.05,6,2,5,0.154
8887,1086,23,22,0,73.67,0.18,7,3,6,0.154
8888,1087,24,11,0,75.40,0.31,8,4,7,0.154
8889,1088,25,19,1,77.13,0.44,9,5,8,0.153
8890,1089,26,27,0,78.86,0.57,10,6,9,0.153
8891,1090,27,16,0,80.59,0.70,11,0,10,0.153
8892,1091,28,24,0,82.32,0.83,12,1,11,0.152
8893,1092,29,13,0,84.05,0.96,1,2,12,0.152
8894,1093,30,21,0,85.78,0.09,2,3,13,0.151
8895,1094,31,29,0,87.51,0.22,3,4,14,0.151
8896,1095,32,18,0,0.24,0.35,4,5,15,0.150
8897,1096,33,26,0,1.98,0.48,5,6,16,0.150
8898,1097,34,34,0,3.71,0.61,6,0,17,0.149
8899,1098,35,23,0,5.44,0.74,7,1,18,0.148
8900,1099,36,31,1,7.17,0.87,8,2,19,0.148
8901,1100,37,39,0,8.90,0.00,9,3,20,0.147
8902,1101,38,28,0,10.63,0.13,10,4,21,0.146
8903,1102,39,36,0,12.36,0.26,11,5,22,0.145
8904,1103,40,25,0,14.09,0.39,12,6,23,0.144
8905,1104,41,33,0,15.82,0.52,1,0,0,0.143
8906,1105,42,41,0,17.55,0.65,2,1,1,0.142
8907,1106,43,30,0,19.29,0.78,3,2,2,0.141
8908,1107,44,38,0,21.02,0.91,4,3,3,0.140
8909,1108,45,46,0,22.75,0.04,5,4,4,0.139
8910,1109,46,35,0,24.48,0.17,6,5,5,0.138
8911,1110,2,43,1,26.21,0.30,7,6,6,0.137
8912,1111,3,32,0,27.94,0.43,8,0,7,0.136
8913,1112,4,40,0,29.67,0.56,9,1,8,0.135
8914,1113,5,48,0,31.40,0.69,10,2,9,0.133
8915,1114,6,37,0,33.13,0.82,11,3,10,0.132
8916,1115,7,45,0,34.86,0.95,12,4,11,0.131
8917,1116,8,53,0,36.60,0.08,1,5,12,0.130
8918,1117,9,42,0,38.33,0.21,2,6,13,0.128
8919,1118,10,50,0,40.06,0.34,3,0,14,0.127
8920,1119,11,58,0,41.79,0.47,4,1,15,0.125
8921,1120,12,47,0,43.52,0.60,5,2,16,0.124
8922,1121,13,55,1,45.25,0.73,6,3,17,0.122
8923,1122,14,44,0,46.98,0.86,7,4,18,0.121
8924,1123,15,52,0,48.71,0.99,8,5,19,0.119
8925,1124,16,60,0,50.44,0.12,9,6,20,0.118
8926,1125,17,49,0,52.17,0.25,10,0,21,0.116
8927,1126,18,57,0,53.91,0.38,11,1,22,0.115
8928,1127,19,65,0,55.64,0.51,12,2,23,0.113
8929,1128,20,54,0,57.37,0.64,1,3,0,0.111
8930,1129,21,62,0,59.10,0.77,2,4,1,0.110
8931,1130,22,51,0,60.83,0.90,3,5,2,0.108
8932,1131,23,59,0,62.56,0.03,4,6,3,0.106
8933,1132,24,67,1,64.29,0.16,5,0,4,0.105
8934,1133,25,56,0,66.02,0.29,6,1,5,0.103
8935,1134,26,64,0,67.75,0.42,7,2,6,0.101
8936,1135,27,72,0,69.48,0.55,8,3,7,0.099
8937,1136,28,61,0,71.22,0.68,9,4,8,0.098
8938,1137,29,69,0,72.95,0.81,10,5,9,0.096
8939,1138,30,77,0,74.68,0.94,11,6,10,0.094
8940,1139,31,66,0,76.41,0.07,12,0,11,0.092
8941,1140,32,74,0,78.14,0.20,1,1,12,0.090
8942,1141,33,63,0,79.87,0.33,2,2,13,0.089
8943,1142,34,71,0,81.60,0.46,3,3,14,0.087
8944,1143,35,79,1,83.33,0.59,4,4,15,0.085
8945,1144,36,68,0,85.06,0.72,5,5,16,0.083
8946,1145,37,76,0,86.79,0.85,6,6,17,0.081
8947,1146,38,84,0,88.53,0.98,7,0,18,0.079
8948,1147,39,73,0,1.26,0.11,8,1,19,0.078
8949,1148,40,81,0,2.99,0.24,9,2,20,0.076
8950,1149,41,70,0,4.72,0.37,10,3,21,0.074
8951,1150,42,78,0,6.45,0.50,11,4,22,0.072
8952,1151,43,86,0,8.18,0.63,12,5,23,0.070
8953,1152,44,75,0,9.91,0.76,1,6,0,0.068
8954,1153,45,83,0,11.64,0.89,2,0,1,0.067
8955,1154,46,91,1,13.37,0.02,3,1,2,0.065
8956,1155,2,80,0,15.10,0.15,4,2,3,0.063
8957,1156,3,88,0,16.84,0.28,5,3,4,0.061
8958,1157,4,96,0,18.57,0.41,6,4,5,0.059
8959,1158,5,85,0,20.30,0.54,7,5,6,0.057
8960,1159,6,93,0,22.03,0.67,8,6,7,0.056
8961,1160,7,82,0,23.76,0.80,9,0,8,0.054
8962,1161,8,90,0,25.49,0.93,10,1,9,0.052
8963,1162,9,98,0,27.22,0.06,11,2,10,0.050
8964,1163,10,87,0,28.95,0.19,12,3,11,0.049
8965,1164,11,95,0,30.68,0.32,1,4,12,0.047
8966,1165,12,103,1,32.41,0.45,2,5,13,0.045
8967,1166,13,92,0,34.15,0.58,3,6,14,0.044
8968,1167,14,100,0,35.88,0.71,4,0,15,0.042
8969,1168,15,89,0,37.61,0.84,5,1,16,0.040
8970,1169,16,97,0,39.34,0.97,6,2,17,0.039
8971,1170,17,105,0,41.07,0.10,7,3,18,0.037
8972,1171,18,94,0,42.80,0.23,8,4,19,0.036
8973,1172,19,102,0,44.53,0.36,9,5,20,0.034
8974,1173,20,110,0,46.26,0.49,10,6,21,0.583
8975,1174,21,99,0,47.99,0.62,11,0,22,0.031
8976,1175,22,107,0,49.73,0.75,12,1,23,0.030
8977,1176,23,115,1,51.46,0.88,1,2,0,0.028
8978,1177,24,104,0,53.19,0.01,2,3,1,0.027
8979,1178,25,112,0,54.92,0.14,3,4,2,0.025
8980,1179,26,101,0,56.65,0.27,4,5,3,0.024
8981,1180,27,109,0,58.38,0.40,5,6,4,0.023
8982,1181,28,117,0,60.11,0.53,6,0,5,0.021
8983,1182,29,106,0,61.84,0.66,7,1,6,0.020
8984,1183,30,114,0,63.57,0.79,8,2,7,0.019
8985,1184,31,122,0,65.30,0.92,9,3,8,0.018
8986,1185,32,111,0,67.03,0.05,10,4,9,0.017
8987,1186,33,119,0,68.77,0.18,11,5,10,0.016
8988,1187,34,108,1,70.50,0.31,12,6,11,0.015
8989,1188,35,116,0,72.23,0.44,1,0,12,0.014
8990,1189,36,124,0,73.96,0.57,2,1,13,0.013
8991,1190,37,113,0,75.69,0.70,3,2,14,0.012
8992,1191,38,121,0,77.42,0.83,4,3,15,0.011
8993,1192,39,129,0,79.15,0.96,5,4,16,0.010
8994,1193,40,118,0,80.88,0.09,6,5,17,0.010
8995,1194,41,126,0,82.61,0.22,7,6,18,0.010
8996,1195,42,134,0,84.34,0.35,8,0,19,0.010
8997,1196,43,123,0,86.08,0.48,9,1,20,0.010
8998,1197,44,131,0,87.81,0.61,10,2,21,0.010
8999,1198,45,120,1,0.54,0.74,11,3,22,0.010
9000,1199,46,128,0,2.27,0.87,12,4,23,0.010
9001,1200,2,16,0,4.00,0.00,1,5,0,0.010
9002,1201,3,5,0,5.73,0.13,2,6,1,0.010
9003,1202,4,13,0,7.46,0.26,3,0,2,0.010
9004,1203,5,21,0,9.19,0.39,4,1,3,0.010
9005,1204,6,10,0,10.92,0.52,5,2,4,0.010
9006,1205,7,18,0,12.65,0.65,6,3,5,0.010
9007,1206,8,7,0,14.39,0.78,7,4,6,0.010
9008,1207,9,15,0,16.12,0.91,8,5,7,0.010
9009,1208,10,23,0,17.85,0.04,9,6,8,0.010
9010,1209,11,12,1,19.58,0.17,10,0,9,0.010
9011,1210,12,20,0,21.31,0.30,11,1,10,0.010
9012,1211,13,28,0,23.04,0.43,12,2,11,0.010
9013,1212,14,17,0,24.77,0.56,1,3,12,0.010
9014,1213,15,25,0,26.50,0.69,2,4,13,0.010
9015,1214,16,33,0,28.23,0.82,3,5,14,0.010
9016,1215,17,22,0,29.96,0.95,4,6,15,0.010
9017,1216,18,30,0,31.70,0.08,5,0,16,0.010
9018,1217,19,19,0,33.43,0.21,6,1,17,0.010
9019,1218,20,27,0,35.16,0.34,7,2,18,0.010
9020,1219,21,35,0,36.89,0.47,8,3,19,0.010
9021,1220,22,24,1,38.62,0.60,9,4,20,0.010
9022,1221,23,32,0,40.35,0.73,10,5,21,0.010
9023,1222,24,40,0,42.08,0.86,11,6,22,0.010
9024,1223,25,29,0,43.81,0.99,12,0,23,0.010
9025,1224,26,37,0,45.54,0.12,1,1,0,0.010
9026,1225,27,26,0,47.27,0.25,2,2,1,0.010
9027,1226,28,34,0,49.01,0.38,3,3,2,0.010
9028,1227,29,42,0,50.74,0.51,4,4,3,0.010
9029,1228,30,31,0,52.47,0.64,5,5,4,0.011
9030,1229,31,39,0,54.20,0.77,6,6,5,0.012
9031,1230,32,47,0,55.93,0.90,7,0,6,0.014
9032,1231,33,36,1,57.66,0.03,8,1,7,0.015
9033,1232,34,44,0,59.39,0.16,9,2,8,0.016
9034,1233,35,52,0,61.12,0.29,10,3,9,0.017
9035,1234,36,41,0,62.85,0.42,11,4,10,0.018
9036,1235,37,49,0,64.58,0.55,12,5,11,0.020
9037,1236,38,38,0,66.32,0.68,1,6,12,0.021
9038,1237,39,46,0,68.05,0.81,2,0,13,0.023
9039,1238,40,54,0,69.78,0.94,3,1,14,0.024
9040,1239,41,43,0,71.51,0.07,4,2,15,0.026
9041,1240,42,51,0,73.24,0.20,5,3,16,0.027
9042,1241,43,59,0,74.97,0.33,6,4,17,0.029
9043,1242,44,48,1,76.70,0.46,7,5,18,0.031
9044,1243,45,56,0,78.43,0.59,8,6,19,0.032
9045,1244,46,45,0,80.16,0.72,9,0,20,0.034
9046,1245,2,53,0,81.89,0.85,10,1,21,0.036
9047,1246,3,61,0,83.63,0.98,11,2,22,0.038
9048,1247,4,50,0,85.36,0.11,12,3,23,0.040
9049,1248,5,58,0,87.09,0.24,1,4,0,0.042
9050,1249,6,66,0,88.82,0.37,2,5,1,0.044
9051,1250,7,55,0,1.55,0.50,3,6,2,0.046
9052,1251,8,63,0,3.28,0.63,4,0,3,0.048
9053,1252,9,71,0,5.01,0.76,5,1,4,0.051
9054,1253,10,60,1,6.74,0.89,6,2,5,0.053
9055,1254,11,68,0,8.47,0.02,7,3,6,0.055
9056,1255,12,57,0,10.20,0.15,8,4,7,0.058
9057,1256,13,65,0,11.94,0.28,9,5,8,0.060
9058,1257,14,73,0,13.67,0.41,10,6,9,0.062
9059,1258,15,62,0,15.40,0.54,11,0,10,0.065
9060,1259,16,70,0,17.13,0.67,12,1,11,0.067
9061,1260,17,78,0,18.86,0.80,1,2,12,0.070
9062,1261,18,67,0,20.59,0.93,2,3,13,0.073
9063,1262,19,75,0,22.32,0.06,3,4,14,0.075
9064,1263,20,64,0,24.05,0.19,4,5,15,0.078
9065,1264,21,72,1,25.78,0.32,5,6,16,0.081
9066,1265,22,80,0,27.51,0.45,6,0,17,0.084
9067,1266,23,69,0,29.25,0.58,7,1,18,0.086
9068,1267,24,77,0,30.98,0.71,8,2,19,0.089
9069,1268,25,85,0,32.71,0.84,9,3,20,0.092
